berief_content,category,content,create_date,title
"Ngày 24/10/2020, tại xã Trung Hà, huyện Chiêm Hóa, tỉnh Tuyên Quang, Ngân hàng TMCP Ngoại thương Việt Nam (Vietcombank) và Cục Quản lý Ngân quỹ (Cục QLNQ) - Kho bạc Nhà nước Trung ương (KBNN TW) đã phối hợp tổ chức chương trình an sinh xã hội trao tặng công trình cấp nước sạch cho trường Phổ thông dân tộc bán trú (PTDTBT) Tiểu học Hoa Trung thuộc xã Trung Hà, huyện Chiêm Hóa, tỉnh Tuyên Quang.",Banking group,"
                ,

,Ông Lưu Hoàng – Cục trưởng Cục QLNQ, Kho Bạc Nhà nước TW (đầu tiên bên trái) và ông Lê Hoàng Tùng – Kế toán trưởng Vietcombank (thứ 2 từ trái sang) trao biển tượng trưng tài trợ công trình nước sạch cho Trường PTDTBT tiểu học Hoa Trung,

,Tham dự buổi lễ, đại diện KBNN TW có ông Lưu Hoàng, - Cục trưởng Cục QLNQ cùng các lãnh đạo và cán bộ Cục QLNQ; Đại diện Vietcombank có ông Lê Hoàng Tùng – Kế toán trưởng; ông Hà Thanh Hải – Giám đốc Vietcombank Tuyên Quang cùng đại diện lãnh đạo và cán bộ một số phòng ban liên quan tại Trụ sở chính Vietcombank và chi nhánh Tuyên Quang. Về phía chính quyền địa phương có ông Vũ Đình Tân – Phó Chủ tịch UBND huyện Chiêm Hóa cùng đại diện Phòng Giáo dục huyện, Đảng ủy, HĐND, UBND và MTTQ xã Trung Hà; Ban giám hiệu và các em học sinh trường PTDTBT Tiểu học Hoa Trung.,

, ,

,

,Ông Vũ Đình Tân – Phó Chủ tịch UBND huyện Chiêm Hóa (thứ 3 từ trái sang) và ông Lê Hoàng Tùng – Kế toán trưởng Vietcombank (thứ 3 từ phải sang) cùng các đại biểu thực hiện nghi thức mở bảng công trình,

,Trường PTDTBT Tiểu học Hoa Trung nằm trên địa bàn xã Trung Hà – một xã miền núi khó khăn của huyện Chiêm Hóa, tỉnh Tuyên Quang. Trường có 11 lớp học với 21 giáo viên và 330 em học sinh là con em đồng bào dân tộc trong xã, trong đó 223 em là học sinh bán trú (167 em là học sinh nội trú). Với đặc thù địa bàn miền núi, nhà trường rất thiếu nước sạch để phục vụ sinh hoạt hàng ngày. Nhằm góp phần cải thiện điều kiện sinh hoạt cho thầy cô giáo và các em học sinh, Vietcombank đã tài trợ hệ thống cấp nước sạch tại Trường PTDTBT Tiểu học Hoa Trung với tổng giá trị 250 triệu đồng. Với sự hỗ trợ của chính quyền các cấp, đơn vị thi công, nhà trường và Vietcombank, công trình đã hoàn thành và được đưa vào sử dụng từ đầu tháng 9/2020, cung cấp nước sạch, đảm bảo sức khỏe, góp phần nâng cao điều kiện sinh hoạt cho các thầy và trò của trường.,

,
,
,

,Ông Lưu Hoàng – Cục trưởng Cục QLNQ, KBNN TW (ngoài cùng bên phải) và ông Lê Hoàng Tùng – Kế toán trưởng Vietcombank (ngoài cùng bên trái) trao học bổng cho các em học sinh có hoàn cảnh khó khăn,

,Phát biểu tại lễ trao tặng, ông Lê Hoàng Tùng – Kế toán trưởng Vietcombank cho biết: Vietcombank không chỉ được biết đến là ngân hàng số 1 tại Việt Nam với hoạt động kinh doanh an toàn, hiệu quả mà còn là doanh nghiệp hết sức tích cực tham gia các hoạt động an sinh xã hội, thể hiện trách nhiệm với cộng đồng, lan tỏa giá trị Nhân văn trong văn hóa Vietcombank. Từ năm 2018 đến nay, Vietcombank đã tài trợ tổng số tiền gần 18 tỷ đồng cho các dự án ASXH trên địa bàn tỉnh Tuyên Quang – vùng đất cách mạng, thủ đô kháng chiến với rất nhiều di tích lịch sử; thông qua nhiều chương trình thiết thực như hỗ trợ cho các hộ nghèo, các địa bàn gặp khó khăn, trùng tu các khu di tích lịch sử cách mạng, tài trợ các dự án xây dựng, tu bổ trường học, tặng quà cho các em học sinh có hoàn cảnh khó khăn vươn lên trong học tập...,
,
,

,

,Ông Lê Hoàng Tùng – Kế toán trưởng Vietcombank phát biểu tại buổi lễ trao tặng công trình,

,“Với công trình nước sạch được đầu tư hiện đại, chúng tôi hy vọng các em học sinh cũng như giáo viên nhà trường có điều kiện sinh hoạt hoạt tốt hơn, góp phần nâng cao chất lượng dạy và học của nhà trường. Vietcombank mong rằng nhà trường sẽ sử dụng công trình một cách hiệu quả, thường xuyên duy tu, bảo dưỡng để công trình được bền, sạch, đẹp”, ông Lê Hoàng Tùng nhấn mạnh., ,

,

,Ông Lưu Hoàng – Cục trưởng Cục QLNQ trao quà tặng của Cục QLNQ – KBNN TW cho đại diện Ban Giám hiệu nhà trường,

,Phát biểu tiếp nhận công trình, đại diện lãnh đạo chính quyền địa phương và Ban Giám hiệu nhà trường đánh giá cao ý nghĩa thiết thực của công trình mà Vietcombank trao tặng, bày tỏ sự cảm ơn sâu sắc đối với sự quan tâm của đoàn công tác dành  cho trường Tiểu học Hoa Trung, đồng thời cam kết sẽ sử dụng và bảo dưỡng công trình thật tốt để phục vụ lâu dài cho cuộc sống sinh hoạt của các em học sinh và giáo viên nhà trường.,

,

,Các đại biểu tham quan công trình nước sạch do Vietcombank trao tặng,

,

,Các đại biểu trồng cây lưu niệm tại khuôn viên nhà trường,

,Tại buổi Lễ, Cục QLNQ - Kho bạc Nhà nước TW và Vietcombank cũng đã trao tặng 40 suất học bổng cho các em học sinh có hoàn cảnh khó khăn cùng nhiều hiện vật phục vụ sinh hoạt và học tập của các em học sinh nhà trường.  ,

,

,Các đại biểu chụp ảnh lưu niệm cùng Ban Giám hiệu và giáo viên nhà trường,

,Kết thúc buổi lễ, các đại biểu đã cùng tham quan công trình nước sạch, khu lớp học, khu sinh hoạt nội trú của các em học sinh và trồng cây lưu niệm tại khuôn viên trường.,

,VCB News,

            ",27/10/2020 01:37 CH,"VIETCOMBANK TRAO TẶNG CÔNG TRÌNH CẤP NƯỚC SẠCH CHO TRƯỜNG HỌC TẠI HUYỆN CHIÊM HÓA, TỈNH TUYÊN QUANG"
"Chào mừng sự kiện nâng cấp hệ thống ngân hàng lõi (Core Banking), để tri ân khách hàng đã luôn đồng hành cùng Vietcombank, nhân dịp chào đón xuân Canh Tý 2020, Vietcombank triển khai chương trình khuyến mại lớn dành cho khách hàng đang sử dụng Dịch vụ nhận thông báo biến động số dư qua tin nhắn SMS.",Banking group,"
                ,
	,Cụ thể như sau:,
	,Thời gian áp dụng: từ ngày 25/01/2020 đến ngày 29/02/2020;,
	,Hình thức khuyến mại: ,Miễn phí, dịch vụ nhận tin nhắn chủ động trong thời gian khuyến mại;,
	,Đối tượng áp dụng: Tất cả các khách hàng cá nhân và và khách hàng tổ chức đang sử dụng dịch vụ;,
	,Nội dung khuyến mại:,
	,
		,Đối với kỳ thu phí tháng 01/2020:, Khách hàng được giảm phí tương đương với số ngày khuyến mại từ 25/01/2020 đến hết ngày 31/01/2020 (07 ngày). Như vậy, khách hàng sẽ được giảm phí của 07 trên 31 ngày trong tháng đó.,
		,Đối với kỳ thu phí tháng 02/2020:, Khách hàng được miễn toàn bộ phí dịch vụ trong tháng (từ ngày 01/02/2020 đến hết ngày 29/02/2020).,
	,
	,
,

,Tham khảo thể lệ chi tiết ,tại đây.,

,Vietcombank xin chân thành cảm ơn Quý khách hàng đã đồng hành và tin dùng các sản phẩm, dịch vụ của Vietcombank trong suốt thời gian qua. ,

,Kính chúc Quý khách hàng năm mới 2020 nhiều sức khoẻ, hạnh phúc và thành công./.,

,VCB News,

            ",22/01/2020 07:21 CH,VIETCOMBANK MIỄN PHÍ DỊCH VỤ NHẬN THÔNG BÁO BIẾN ĐỘNG SỐ DƯ QUA TIN NHẮN SMS DỊP XUÂN CANH TÝ 2020
"Nhằm tiếp tục gia tăng quyền lợi Khách hàng Ưu tiên, kể từ ngày 12/05/2020, Phòng chờ đẳng cấp dành riêng cho hội viên Vietcombank Priority – Vietcombank Priority Lounge chính thức mở cửa chào đón và phục vụ Quý khách.",Banking group,"
                ,

,
	,Địa chỉ: Tầng 3 - Khu vực cách ly Khu D - Nhà ga T1 - Sân bay quốc tế Nội Bài.,
	,Thời gian phục vụ: 24/7 tất cả các ngày trong tuần. ,
,

,

,Hãy trở thành hội viên Vietcombank Priority để trải nghiệm các đặc quyền nghỉ ngơi, chăm sóc vượt trội, không giới hạn số lượt sử dụng và hoàn toàn miễn phí tại Vietcombank Priority Lounge.,

,
	,Thiết kế sang trọng, đẳng cấp,
	,Khu nghỉ ngơi yên tĩnh, thoải mái,
	,Khu làm việc tiện nghi, hiện đại,
	,Bữa ăn buffet ngon miệng, tinh tế,
	,Chuyên viên phục vụ chuyên nghiệp, tận tình,
	,Miễn phí trẻ em dưới 05 (năm) tuổi đi cùng,(*),
,

,Quý khách sẽ được nhận diện bằng khuôn mặt hoặc vui lòng xuất trình thẻ Vietcombank Visa Signature/ giấy tờ tùy thân để tận hưởng các đặc quyền nghỉ ngơi, chăm sóc tại Vietcombank Priority Lounge.,

,

,Vietcombank tự hào là một trong những đơn vị tiên phong triển khai phòng chờ sân bay cao cấp dành riêng cho Khách hàng Ưu tiên. Chúng tôi hy vọng sẽ mang lại những giây phút thư thái, sảng khoái trước mỗi chuyến bay và tạo động lực mới cho hành trình thành công phía trước của Quý khách.,

,Đặc biệt hơn, nhân dịp khai trương phòng chờ, Vietcombank dành tặng 01 người/ lượt miễn phí đi cùng cho mỗi lần sử dụng Vietcombank Priority Lounge của Quý Hội viên trong thời gian 03 tháng kể từ ngày 12/05/2020,(*),.,

,Thông ,tin, chi tiết vui lòng liên hệ Vietcombank gần nhất hoặc gọi Hotline 24/7 dành riêng cho hội viên Vietcombank Priority 1800 1565 (miễn phí).,

,(*)Chính sách có thể thay đổi theo quy định của Vietcombank trong từng thời kỳ. Khách hàng đi kèm vui lòng xuất trình giấy tờ tùy thân để được phục vụ.,

,Trân trọng!,

,VCB News,

            ",13/05/2020 10:15 SA,VIETCOMBANK CHÍNH THỨC KHAI TRƯƠNG PHÒNG CHỜ VIETCOMBANK PRIORITY LOUNGE TẠI SÂN BAY QUỐC TẾ NỘI BÀI
"Chiều 04/3/2020, tại Trụ sở Chi nhánh, Ngân hàng TMCP Ngoại thương Việt Nam – Chi nhánh Nghi Sơn (Vietcombank Nghi Sơn) đã tổ chức lễ trao giải cho khách hàng may mắn trúng thưởng trong đợt 3 và đợt cuối Chương trình khuyến mại “Đăng ký Ebank - Rinh nhanh xế xịn”.",Banking group,"
                ,Trong đợt 3 của chương trình, đã có 1 khách hàng (KH) của Chi nhánh trúng thưởng chương trình quay số với 1 giải may mắn (trị giá 3 triệu đồng/giải) và đợt cuối có 16 KH trúng giải, trong đó 01 KH trúng giải Đặc biệt là 01 xe Mazda CX5 trị giá 912 triệu đồng và 15 KH trúng giải xét thưởng cuối chương trình (trị giá 300.000 đồng/ giải) dành cho khách hàng đăng ký lần đầu các dịch vụ Ngân hàng điện tử của Vietcombank.,

,

,Ông Lê Thanh Đức –  Phó Giám đốc Vietcombank Nghi Sơn (ngoài cùng bên trái) trao giải Đặc biệt cho khách hàng Mai Thị Nhuận,

,Phát biểu tại lễ trao thưởng, ông Lê Thanh Đức – Phó Giám đốc Vietcombank Nghi Sơn gửi lời cảm ơn chân thành tới quý khách hàng đã tin tưởng lựa chọn và gắn bó với Vietcombank, đồng thời hi vọng dịch vụ Ngân hàng điện tử của Vietcombank sẽ là người bạn đồng hành của quý khách hàng trong mọi hoạt động.,

,

,Lãnh đạo và cán bộ Vietcombank Nghi Sơn chụp ảnh lưu niệm cùng  khách hàng Mai Thị Nhuận,

,Bà Mai Thị Nhuận, người trúng giải Đặc biệt là 01 xe Mazda CX5 trị giá 912 triệu đồng chia sẻ niềm vui, sự bất ngờ sau lần đăng ký dịch vụ VCB-Mobile B@nking của Vietcombank Nghi Sơn. Bà bày tỏ sự hài lòng về chất lượng dịch vụ của ,Chi nhánh, và cho biết sẽ tiếp tục tin tưởng, ủng hộ, sử dụng các sản phẩm dịch vụ của Vietcombank.,

,VCB News,

            ",05/03/2020 09:57 SA,VIETCOMBANK NGHI SƠN TRAO GIẢI ĐẶC BIỆT CHƯƠNG TRÌNH “ĐĂNG KÝ EBANK- RINH NHANH XẾ XỊN”  LÀ XE Ô-TÔ MAZDA CX5 CHO KHÁCH HÀNG TRÚNG GIẢI
"Nhằm chung tay cùng khách hàng vượt qua giai đoạn khó khăn do ảnh hưởng từ dịch COVID-19, từ ngày 01/04/2020, Vietcombank thực hiện điều chỉnh giảm phí chuyển tiền liên ngân hàng.",Banking group,"
                ,Cụ thể như sau:,

,
	,
		,
			, ,
			,
			,Khách hàng cá nhân,
			,
			,
			,Khách hàng tổ chức ,
			,
		,
		,
			,
			,Dịch vụ áp dụng,
			,
			,
			,Chuyển tiền liên ngân hàng qua Hệ thống thanh toán điện tử liên ngân hàng (IBPS),
			,
			,
			,Chuyển tiền đi khác hệ thống,
			,
		,
		,
			,
			,Kênh giao dịch áp dụng,
			,
			,
			,
				,Quầy giao dịch,
				,Ngân hàng trực tuyến VCB-iB@nking,
				,Ngân hàng trên điện thoại di động VCB-Mobile B@nking,
				,Dịch vụ qua ứng dụng di động – VCBPAY,
			,
			,
			,
			,
				,Quầy giao dịch,
				,Ngân hàng trực tuyến VCB-iB@nking,
				,VCB Money,
				,Kênh SWIFT,
			,
			,
		,
		,
			,
			,Mức phí sau giảm,
			,
			,
			,
				,Chuyển tiền tại quầy,
				,Chuyển tiền trên dịch vụ NHĐT,
			,
			,
			,
			,Biểu phí đối với KH tổ chức,

			, ,
			,
		,
		,
			,
			,Thời gian áp dụng,
			,
			,
			,Từ ngày 01/04/2020 đến hết ngày 31/12/2020.,
			,
		,
	,
,

,Lưu ý:, ,

,
	,Khách hàng tổ chức bao gồm Khách hàng Doanh nghiệp, doanh nghiệp SMEs và các tổ chức Định chế Tài chính.,
	,Các KH đã thực hiện giao dịch chuyển khoản khác hệ thống từ ngày 01/4/2020 đến trước 0h00 ,ngày, 13/4/2020 sẽ được hoàn lại số chênh lệch giữa số phí đã trả và số phí phải trả tính theo Biểu phí sửa đổi.,
,

,Thông tin chi tiết vui lòng liên hệ các điểm giao dịch của Vietcombank trên toàn quốc hoặc Trung tâm hỗ trợ khách hàng 24/7 theo số hotline  1900 54 54 13.,

,Vietcombank cam kết tiếp tục chủ động, tiên phong thực hiện các chính sách điều hành của Chính phủ, NHNN vì mục tiêu chung ổn định, phát triển kinh tế, xã hội và chung tay cùng cộng đồng đẩy lùi dịch COVID-19 tại Việt Nam./.,

,VCB News,

            ",14/04/2020 01:51 CH,VIETCOMBANK THÔNG BÁO GIẢM PHÍ DỊCH VỤ CHUYỂN TIỀN LIÊN NGÂN HÀNG
"Vietcombank thực hiện giảm lãi suất cho vay sản xuất kinh doanh, mua nhà, xây sửa nhà, mua ô tô … đối với khách hàng cá nhân và khách hàng SME dịp cuối năm 2020.",Banking group,"
                ,Nhằm hỗ trợ khách hàng đẩy mạnh hoạt động sản xuất kinh trong mùa cao điểm cuối năm, Vietcombank thực hiện giảm lãi suất cho các khoản vay sản xuất kinh doanh đối với khách hàng cá nhân và khách hàng doanh nghiệp nhỏ và vừa (SMEs).,

,Cụ thể, với khách hàng SME, mức lãi suất cho vay kinh doanh chỉ từ 5,9%/năm, áp dụng cho các khoản giải ngân mới từ ngày 13/10/2020.,

,Với khách hàng là cá nhân vay vốn kinh doanh, mức lãi suất cho vay sẽ chỉ từ 6,5%/năm. Đặc biệt, khách hàng vay vốn theo sản phẩm Kinh doanh Tài lộc sẽ được áp dụng mức lãi suất ưu đặc biệt ưu đãi chỉ từ 5,7%/năm, áp dụng cho các khoản giải ngân mới từ ngày 20/10/2020.,

,Ngoài ra, đối với các nhu cầu vay tiêu dùng như mua nhà, xây sửa nhà, mua xe ô tô … khách hàng có thể vay vốn với lãi suất ưu đãi chỉ từ 6,79%/năm, cố định trong 06 hoặc 12 tháng đầu tiên. Mức lãi suất này áp dụng cho các khoản giải ngân từ ngày 20/10/2020.,

,Quý khách hàng vui lòng liên hệ ngay với các điểm giao dịch của Vietcombank trên toàn quốc để được tư vấn chi tiết về các chương trình ưu đãi lãi suất cho vay./.,

,VCB News,

            ",22/10/2020 03:29 CH,VIETCOMBANK GIẢM LÃI SUẤT VAY ĐỐI VỚI KHÁCH HÀNG CÁ NHÂN VÀ KHÁCH HÀNG SME DỊP CUỐI NĂM 2020
"Từ ngày 07/10/2020, khách hàng đang sử dụng tính năng tin nhắn OTT Alert trên ứng dụng VCB Digibank sẽ được bổ sung thêm tin nhắn thông báo về giao dịch thu phí quản lý tài khoản, giao dịch trả lãi tiết kiệm vào tài khoản thanh toán HOÀN TOÀN MIỄN PHÍ.",Banking group,"
                ,

,OTT Alert là tính năng nhận thông báo biến động số dư ngay trên ứng dụng (app), thay thế cho việc nhận thông báo qua tin nhắn SMS. So với cách nhận thông báo qua tin nhắn SMS truyền thống, OTT Alert có một số ưu điểm vượt trội bao gồm:,

,
	,Hoàn toàn miễn phí.,
	,Nhận thông báo xuyên biên giới, không phụ thuộc vào nhà mạng viễn thông.,
	,Đăng ký ngay trên ứng dụng chỉ với vài bước đơn giản.,
,

,Việc bổ sung thêm tin nhắn thông báo cho các loại giao dịch thu phí quản lý tài khoản, giao dịch trả lãi tiết kiệm giúp Khách hàng theo dõi được toàn bộ các giao dịch biến động trên tài khoản của mình liên tục, kịp thời và HOÀN TOÀN MIỄN PHÍ.,

,Để sử dụng OTT Alert, khách hàng chỉ cần: Đăng nhập ứng dụng VCB Digibank >> Cài đặt >> Quản lý thông báo >> Nhận thông báo từ Ngân hàng.,

,VCB News,

            ",07/10/2020 05:40 CH,MỞ RỘNG PHẠM VI CÁC LOẠI GIAO DỊCH GỬI TIN NHẮN OTT ALERT NGAY TRÊN ỨNG DỤNG VCB DIGIBANK
"Với hệ sinh thái tiện đa tiện ích, ứng dụng VCB Digibank đáp ứng nhiều nhu cầu của người dùng trong cuộc sống hàng ngày như thanh toán QR Pay, thanh toán hóa đơn, nạp tiền điện thoại, đặt vé máy bay… và đặc biệt tiện ích Đặt vé xem phim đã và đang được hàng ngàn khách hàng ưu ái sử dụng.",Banking group,"
                ,Với tính năng này, người dùng chỉ cần chọn tính năng Đặt vé xem phim, chọn rạp, phim và suất chiếu bạn muốn xem, sau đó xác thực giao dịch trong vài giây là đã hoàn tất việc mua vé. Vé điện tử được gửi trực tiếp đến điện thoại của khách hàng.,

,Không cần phải chen lấn, xếp hàng mà vẫn chọn được chỗ ngồi đẹp. Khách hàng có thể đặt vé xem phim của tất cả các cụm rạp lớn như BHD, Galaxy, Trung tâm chiếu phim Quốc gia và nhiều rạp khác trên toàn quốc. ,

,

, ,

,Đặc biệt, từ nay đến hết 25/10/2020, khi đặt vé xem phim trên ứng dụng VCB Digibank, khách hàng sẽ nhận ngay 50.000đ cho mỗi giao dịch đặt vé xem phim có giá trị từ 100.000đ trở lên. ,

,
	,Mỗi khách hàng nhận ưu đãi 01 (một) lần trong suốt thời gian diễn ra chương trình ,
	,Giải thưởng sẽ được chuyển trực tiếp vào tài khoản điện thoại của khách hàng đặt vé trong 15 ngày làm việc kể từ khi kết thúc chương trình.,
,

,Thế lệ chi tiết của Chương trình xem ,tại đây,. ,Hotline: 1900 5757 20./.,

,VCB News,

            ",23/10/2020 02:00 CH,NHẬN ƯU ĐÃI KHI ĐẶT VÉ XEM PHIM TRÊN ỨNG DỤNG VCB DIGIBANK
"Với hệ sinh thái tiện đa tiện ích, ứng dụng VCB Digibank đáp ứng nhiều nhu cầu của người dùng trong cuộc sống hàng ngày như thanh toán QR Pay, thanh toán hóa đơn, nạp tiền điện thoại, đặt vé máy bay… và đặc biệt tiện ích Đặt vé xem phim đã và đang được hàng ngàn khách hàng ưu ái sử dụng.",Banking group,"
                ,Với tính năng này, người dùng chỉ cần chọn tính năng Đặt vé xem phim, chọn rạp, phim và suất chiếu bạn muốn xem, sau đó xác thực giao dịch trong vài giây là đã hoàn tất việc mua vé. Vé điện tử được gửi trực tiếp đến điện thoại của khách hàng.,

,Không cần phải chen lấn, xếp hàng mà vẫn chọn được chỗ ngồi đẹp. Khách hàng có thể đặt vé xem phim của tất cả các cụm rạp lớn như BHD, Galaxy, Trung tâm chiếu phim Quốc gia và nhiều rạp khác trên toàn quốc. ,

,

, ,

,Đặc biệt, từ nay đến hết 25/10/2020, khi đặt vé xem phim trên ứng dụng VCB Digibank, khách hàng sẽ nhận ngay 50.000đ cho mỗi giao dịch đặt vé xem phim có giá trị từ 100.000đ trở lên. ,

,
	,Mỗi khách hàng nhận ưu đãi 01 (một) lần trong suốt thời gian diễn ra chương trình ,
	,Giải thưởng sẽ được chuyển trực tiếp vào tài khoản điện thoại của khách hàng đặt vé trong 15 ngày làm việc kể từ khi kết thúc chương trình.,
,

,Thế lệ chi tiết của Chương trình xem ,tại đây,. ,Hotline: 1900 5757 20./.,

,VCB News,

            ",23/10/2020 02:00 CH,GIẢM TỚI 50K KHI ĐẶT VÉ XEM PHIM TRÊN ỨNG DỤNG VCB DIGIBANK
"Vietcombank thực hiện giảm lãi suất cho vay sản xuất kinh doanh, mua nhà, xây sửa nhà, mua ô tô … đối với khách hàng cá nhân và khách hàng SME dịp cuối năm 2020.",Banking group,"
                ,Nhằm hỗ trợ khách hàng đẩy mạnh hoạt động sản xuất kinh trong mùa cao điểm cuối năm, Vietcombank thực hiện giảm lãi suất cho các khoản vay sản xuất kinh doanh đối với khách hàng cá nhân và khách hàng doanh nghiệp nhỏ và vừa (SMEs).,

,Cụ thể, với khách hàng SME, mức lãi suất cho vay kinh doanh chỉ từ 5,9%/năm, áp dụng cho các khoản giải ngân mới từ ngày 13/10/2020.,

,Với khách hàng là cá nhân vay vốn kinh doanh, mức lãi suất cho vay sẽ chỉ từ 6,5%/năm. Đặc biệt, khách hàng vay vốn theo sản phẩm Kinh doanh Tài lộc sẽ được áp dụng mức lãi suất ưu đặc biệt ưu đãi chỉ từ 5,7%/năm, áp dụng cho các khoản giải ngân mới từ ngày 20/10/2020.,

,Ngoài ra, đối với các nhu cầu vay tiêu dùng như mua nhà, xây sửa nhà, mua xe ô tô … khách hàng có thể vay vốn với lãi suất ưu đãi chỉ từ 6,79%/năm, cố định trong 06 hoặc 12 tháng đầu tiên. Mức lãi suất này áp dụng cho các khoản giải ngân từ ngày 20/10/2020.,

,Quý khách hàng vui lòng liên hệ ngay với các điểm giao dịch của Vietcombank trên toàn quốc để được tư vấn chi tiết về các chương trình ưu đãi lãi suất cho vay./.,

,VCB News,

            ",22/10/2020 03:29 CH,VIETCOMBANK GIẢM LÃI SUẤT VAY ĐỐI VỚI KHÁCH HÀNG CÁ NHÂN VÀ KHÁCH HÀNG SME DỊP CUỐI NĂM 2020
"Sáng ngày 25/10/2020, Trường Đại học Kinh tế Quốc dân đã trang trọng tổ chức Lễ Khai giảng Đại học chính quy cho hơn 6.000 tân sinh viên khóa 62.",Banking group,"
                ,Đến dự buổi Lễ, ,có ông Hoàng Minh Sơn – Thứ trưởng Bộ GD&ĐT; ông Chay Navuth – Đại sứ Campuchia tại Việt Nam, ông Phạm Hồng Chương – Hiệu trưởng nhà trường, ông Trần Thọ Đạt – Chủ tịch Hội đồng trường cùng các sinh viên đã trúng tuyển vào hệ đại học chính quy của Trường,; ,về phía Ngân hàng TMCP Ngoại thương Việt Nam (Vietcombank), ông ,Trần Phong Vũ, – ,Phó Trưởng Ban Tổ chức & Nhân sự đã tham dự sự kiện và thay mặt Ban lãnh đạo Vietcombank trao tặng học bổng với tổng ,giá, trị 200 triệu đồng cho những sinh viên khóa mới Trường ,Đại học Kinh tế Quốc ,d,ân,  quả cao nhất,.,

,

,Thứ trưởng Bộ GD&ĐT Hoàng Minh Sơn đánh trống khai giảng năm học 2020 – 2021,

,Phát biểu tại buổi lễ, PGS.TS Phạm Hồng Chương đánh giá cao những thành tựu của thầy và trò nhà trường đạt được qua quá trình xây dựng và phát triển, thể hiện được đẳng cấp của 1 trường đại học theo xu thế thông minh coi trọng chất lượng đào tạo, có những đóng góp hết sức quan trọng trong công bố quốc tế, chuyển giao công nghệ, góp phần khẳng định vị trí, vai trò của nhà trường., ,“Với hình thức đào tạo Blended Learning cùng phương thức đào tạo mới Lecture Tutorials, chúng ta sẽ đưa ngôi trường phát triển thành đại học thông minh, khẳng định vị thế trong và ngoài nước”, PGS.TS Phạm Hồng Chương khẳng định.,

,

,Ô,ng ,Trần Phong Vũ, – ,Phó Trưởng Ban Tổ chức & Nhân sự (bên phải) trao biển tượng trưng tặng học bổng cho sinh viên trường Đại học Kinh tế Quốc dân,

,Đại diện Trường Đại học Kinh tế Quốc dân cũng đã gửi lời cảm ơn tới các cá nhân, tổ chức nói chung và Ban lãnh đạo cùng CBNV Vietcombank nói riêng về sự hợp tác hiệu quả cũng như sự quan tâm, hỗ trợ của các đơn vị đã góp phần quan trọng tăng cường nguồn lực cho sự phát triển của Trường Đại học Kinh tế Quốc dân.,

,

,PGS.TS Phạm Hồng Chương – Hiệu trưởng nhà trường phát biểu tại Lễ khai giảng,

,Là ngân hàng có hiệu quả hoạt động dẫn đầu hệ thống, Vietcombank luôn quan tâm đến công tác an sinh xã hội với sự đầu tư đặc biệt cho các lĩnh vực giáo dục, y tế, trong thời gian qua, Vietcombank và ,Trường ,Đại học Kinh tế Quốc ,d,ân, đã triển khai nhiều hoạt động và đạt được những kết quả hợp tác tích cực. Vietcombank đã trao tặng học bổng cho sinh viên trường trong nhiều năm liên tiếp, đồng thời cung ứng các dịch vụ tài khoản, thẻ, ngân hàng điện tử cho hàng ngàn sinh viên cũng như CBNV của trường. Trên cơ sở tiếp nối những thành công đó, Ban lãnh đạo Vietcombank quyết định trao tặng học bổng trị giá 200 triệu đồng cho các sinh viên xuất sắc như một món quà chào đón các bạn tân sinh viên Khóa 62 nhân Lễ khai giảng năm học mới với cam kết sẽ tiếp tục đồng hành cùng ,Trường ,Đại học Kinh tế Quốc ,d,â, trong thời gian tới.,

,VCB News,

            ",26/10/2020 11:15 SA,VIETCOMBANK TRAO HỌC BỔNG CHO CÁC TÂN SINH VIÊN KHÓA 62 TRƯỜNG ĐẠI HỌC KINH TẾ QUỐC DÂN
